workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
201,Spatial,False,spatial,False,,,,Men ,Male,0.0-12.0-0.13,To test peoples sense of locality,,,,spatial,,,,191467,,27,image-keyboard-response,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-13.0,To test peoples sense of locality,,0,2900,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,194368,,28,html-button-response,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-14.0,To test peoples sense of locality,,{'Hypothesis': 'To test peoples sense of locality'},86042,spatial,,,,280417,,29,survey-text,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-15.0,To test peoples sense of locality,[0],{'sex': 'Male'},1898,spatial,,,,282316,,30,survey-multi-choice,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-16.0,To test peoples sense of locality,[0],{'q2': 'empathetic ability'},34125,spatial,,,,316443,,31,survey-multi-choice,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-17.0,To test peoples sense of locality,[0],{'q3': 'Males'},2705,spatial,,,,319151,,32,survey-multi-choice,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-18.0,To test peoples sense of locality,,{'technicalDifficulties': ''},6651,spatial,,,,325804,,33,survey-text,
201,Spatial,False,spatial,,,,,Men ,Male,0.0-19.0,To test peoples sense of locality,,0,1288,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,327093,,34,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-0.0,reaction time,,,,scanning,,True,,326507,,0,fullscreen,
261,Spatial,True,spatial,,[],[],[],male,Male,0.0-1.0,reaction time,,,,scanning,,True,,329156,False,1,preload,
261,Spatial,True,spatial,,,,,male,Male,0.0-2.0,reaction time,,0,2160,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,331317,,2,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-3.0,reaction time,,0,2446,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,333764,,3,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-4.0,reaction time,,0,3154,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,,336918,,4,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-5.0,reaction time,,0,2994,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,,339913,,5,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-6.0,reaction time,,0,3113,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,,343027,,6,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-7.0,reaction time,,"{'first': 'male', 'second': 'scanning'}",24775,scanning,,,,367804,,7,survey-html-form,
261,Spatial,True,spatial,,,,,male,Male,0.0-8.0,reaction time,,0,45314,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,413119,,8,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-9.0,reaction time,,0,4155,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,417275,,9,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-10.0-0.0,reaction time,,arrowleft,3998,scanning,img/spatial/version2/p1.png,,,421275,,10,image-keyboard-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-10.0-1.0,reaction time,,arrowleft,4190,scanning,img/spatial/version2/p2.png,,,425465,,11,image-keyboard-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-10.0-2.0,reaction time,,arrowleft,1658,scanning,img/spatial/version2/p3.png,,,427124,,12,image-keyboard-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-11.0,reaction time,,0,2909,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,430033,,13,html-button-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.0,reaction time,,arrowleft,3747,scanning,img/spatial/version2/1.png,,,433782,,14,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.1,reaction time,,arrowright,1094,scanning,img/spatial/version2/2.png,,,434876,,15,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.2,reaction time,,arrowright,2298,scanning,img/spatial/version2/3.png,,,437175,,16,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.3,reaction time,,arrowleft,986,scanning,img/spatial/version2/4.png,,,438161,,17,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.4,reaction time,,arrowleft,1000,scanning,img/spatial/version2/5.png,,,439162,,18,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.5,reaction time,,arrowright,1432,scanning,img/spatial/version2/6.png,,,440595,,19,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.6,reaction time,,arrowright,1447,scanning,img/spatial/version2/7.png,,,442043,,20,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.7,reaction time,,arrowleft,691,scanning,img/spatial/version2/8.png,,,442734,,21,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.8,reaction time,,arrowright,503,scanning,img/spatial/version2/9.png,,,443238,,22,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.9,reaction time,,arrowleft,388,scanning,img/spatial/version2/10.png,,,443627,,23,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.10,reaction time,,arrowleft,408,scanning,img/spatial/version2/11.png,,,444035,,24,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.11,reaction time,,arrowleft,689,scanning,img/spatial/version2/12.png,,,444725,,25,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.12,reaction time,,arrowright,423,scanning,img/spatial/version2/13.png,,,445149,,26,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.13,reaction time,,arrowright,784,scanning,img/spatial/version2/14.png,,,445934,,27,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.14,reaction time,,arrowleft,1158,scanning,img/spatial/version2/15.png,,,447093,,28,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.15,reaction time,,arrowright,423,scanning,img/spatial/version2/16.png,,,447517,,29,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.16,reaction time,,arrowright,1261,scanning,img/spatial/version2/17.png,,,448779,,30,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.17,reaction time,,arrowright,362,scanning,img/spatial/version2/18.png,,,449141,,31,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.18,reaction time,,arrowright,413,scanning,img/spatial/version2/19.png,,,449555,,32,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.19,reaction time,,arrowright,348,scanning,img/spatial/version2/20.png,,,449904,,33,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.20,reaction time,,arrowright,1006,scanning,img/spatial/version2/21.png,,,450911,,34,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.21,reaction time,,arrowleft,321,scanning,img/spatial/version2/22.png,,,451233,,35,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.22,reaction time,,arrowleft,659,scanning,img/spatial/version2/23.png,,,451893,,36,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.23,reaction time,,arrowright,309,scanning,img/spatial/version2/24.png,,,452203,,37,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.24,reaction time,,arrowright,1806,scanning,img/spatial/version2/25.png,,,454010,,38,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.25,reaction time,,arrowleft,484,scanning,img/spatial/version2/26.png,,,454494,,39,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.26,reaction time,,arrowleft,1091,scanning,img/spatial/version2/27.png,,,455585,,40,image-keyboard-response,
261,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.27,reaction time,,arrowleft,587,scanning,img/spatial/version2/28.png,,,456173,,41,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.28,reaction time,,arrowright,368,scanning,img/spatial/version2/29.png,,,456542,,42,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.29,reaction time,,arrowleft,230,scanning,img/spatial/version2/30.png,,,456773,,43,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.30,reaction time,,arrowright,234,scanning,img/spatial/version2/31.png,,,457008,,44,image-keyboard-response,
261,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.31,reaction time,,arrowright,235,scanning,img/spatial/version2/32.png,,,457243,,45,image-keyboard-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-13.0,reaction time,,0,3245,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,,460490,,46,html-button-response,
261,Spatial,True,spatial,,,,,male,Male,0.0-14.0,reaction time,,{'Hypothesis': 'reaction time'},12988,scanning,,,,473483,,47,survey-text,
261,Spatial,True,spatial,,,,,male,Male,0.0-15.0,reaction time,[0],{'sex': 'Male'},2409,scanning,,,,475893,,48,survey-multi-choice,
261,Spatial,True,spatial,,,,,male,Male,0.0-16.0,reaction time,[0],{'q2': 'spatial ability'},2555,scanning,,,,478449,,49,survey-multi-choice,
261,Spatial,True,spatial,,,,,male,Male,0.0-17.0,reaction time,[0],{'q3': 'Males'},1832,scanning,,,,480282,,50,survey-multi-choice,
261,Spatial,True,spatial,,,,,male,Male,0.0-18.0,reaction time,,{'technicalDifficulties': ''},2931,scanning,,,,483216,,51,survey-text,
261,Spatial,True,spatial,,,,,male,Male,0.0-19.0,reaction time,,0,781,scanning,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,,483998,,52,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-0.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,,,spatial,,True,No,11360,,0,fullscreen,
188,Spatial,True,spatial,,[],[],[],male,Male,0.0-1.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,,,spatial,,True,No,50431,False,1,preload,
188,Spatial,True,spatial,,,,,male,Male,0.0-2.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,18426,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,No,68865,,2,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-3.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,7218,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,No,76086,,3,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-4.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,5598,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,No,81686,,4,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-5.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,12279,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,No,93969,,5,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-6.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,5884,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,No,99855,,6,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-7.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,"{'first': 'male', 'second': 'spatial'}",37530,spatial,,,No,137390,,7,survey-html-form,
188,Spatial,True,spatial,,,,,male,Male,0.0-8.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,62604,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,No,199996,,8,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-9.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,11787,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,No,211787,,9,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-10.0-0.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,22008,spatial,img/spatial/version2/p1.png,,No,233826,,10,image-keyboard-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-10.0-1.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,3937,spatial,img/spatial/version2/p2.png,,No,237765,,11,image-keyboard-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-10.0-2.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,2947,spatial,img/spatial/version2/p3.png,,No,240715,,12,image-keyboard-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-11.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,27155,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,No,267875,,13,html-button-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,7690,spatial,img/spatial/version2/1.png,,No,275569,,14,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.1,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,4766,spatial,img/spatial/version2/2.png,,No,280341,,15,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.2,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,1317,spatial,img/spatial/version2/3.png,,No,281663,,16,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.3,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,1630,spatial,img/spatial/version2/4.png,,No,283294,,17,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.4,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,2204,spatial,img/spatial/version2/5.png,,No,285504,,18,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.5,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,4440,spatial,img/spatial/version2/6.png,,No,289948,,19,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.6,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,1041,spatial,img/spatial/version2/7.png,,No,290994,,20,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.7,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,2217,spatial,img/spatial/version2/8.png,,No,293214,,21,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.8,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowright,2702,spatial,img/spatial/version2/9.png,,No,295918,,22,image-keyboard-response,
188,Spatial,True,spatial,True,,,,male,Male,0.0-12.0-0.9,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,arrowleft,1641,spatial,img/spatial/version2/10.png,,No,297564,,23,image-keyboard-response,
188,Spatial,True,spatial,False,,,,male,Male,0.0-12.0-0.10,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,,,spatial,,,No,297880,,24,image-keyboard-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-13.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,9067,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,No,306952,,25,html-button-response,
188,Spatial,True,spatial,,,,,male,Male,0.0-14.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,{'Hypothesis': 'It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces'},325729,spatial,,,No,632764,,26,survey-text,
188,Spatial,True,spatial,,,,,male,Male,0.0-15.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,[0],{'sex': 'Male'},3915,spatial,,,No,636690,,27,survey-multi-choice,
188,Spatial,True,spatial,,,,,male,Male,0.0-16.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,[0],{'q2': 'spatial ability'},9507,spatial,,,No,646217,,28,survey-multi-choice,
188,Spatial,True,spatial,,,,,male,Male,0.0-17.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,[0],{'q3': 'Males'},4890,spatial,,,No,651127,,29,survey-multi-choice,
188,Spatial,True,spatial,,,,,male,Male,0.0-18.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,{'technicalDifficulties': 'No'},10630,spatial,,,No,661799,,30,survey-text,
188,Spatial,True,spatial,,,,,male,Male,0.0-19.0,It could be about understanding how pedestrians choose paths and turns can be relevant for designing pedestrian-friendly spaces,,0,20844,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,No,682651,,31,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-0.0,To prove the hypothesis that males are good with directions,,,,spatial,,True,,8408,,0,fullscreen,
314,Spatial,True,spatial,,[],[],[],Males,Male,0.0-1.0,To prove the hypothesis that males are good with directions,,,,spatial,,True,,8806,False,1,preload,
314,Spatial,True,spatial,,,,,Males,Male,0.0-2.0,To prove the hypothesis that males are good with directions,,0,7029,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,15836,,2,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-3.0,To prove the hypothesis that males are good with directions,,0,1698,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,17535,,3,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-4.0,To prove the hypothesis that males are good with directions,,0,2245,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>spatial ability</strong>.</p>",,,19781,,4,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-5.0,To prove the hypothesis that males are good with directions,,0,5674,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Spatial ability is a cognitive ability that is defined as understanding the relations between objects in space and being able to mentally manipulate them and respond correctly.</p>",,,25455,,5,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-6.0,To prove the hypothesis that males are good with directions,,0,3053,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>males often score higher on measures of spatial ability</strong>.</p>",,,28509,,6,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-7.0,To prove the hypothesis that males are good with directions,,"{'first': 'Males', 'second': 'spatial'}",16209,spatial,,,,44719,,7,survey-html-form,
314,Spatial,True,spatial,,,,,Males,Male,0.0-8.0,To prove the hypothesis that males are good with directions,,0,27871,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking a walk through the path, following the direction of the dashed line.</p> 
      <p>At each turn that the path takes, which will be circled, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,72591,,8,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-9.0,To prove the hypothesis that males are good with directions,,0,8982,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,81574,,9,html-button-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-10.0-0.0,To prove the hypothesis that males are good with directions,,arrowleft,4027,spatial,img/spatial/version2/p1.png,,,85603,,10,image-keyboard-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-10.0-1.0,To prove the hypothesis that males are good with directions,,arrowright,8702,spatial,img/spatial/version2/p2.png,,,94305,,11,image-keyboard-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-10.0-2.0,To prove the hypothesis that males are good with directions,,arrowright,1312,spatial,img/spatial/version2/p3.png,,,95617,,12,image-keyboard-response,
314,Spatial,True,spatial,,,,,Males,Male,0.0-11.0,To prove the hypothesis that males are good with directions,,0,2837,spatial,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,98454,,13,html-button-response,
314,Spatial,True,spatial,True,,,,Males,Male,0.0-12.0-0.0,To prove the hypothesis that males are good with directions,,arrowleft,4426,spatial,img/spatial/version2/1.png,,,102881,,14,image-keyboard-response,
314,Spatial,True,spatial,False,,,,Males,Male,0.0-12.0-0.1,To prove the hypothesis that males are good with directions,,arrowright,551,spatial,img/spatial/version2/2.png,,,103433,,15,image-keyboard-response,
314,Spatial,True,spatial,False,,,,Males,Male,0.0-12.0-0.2,To prove the hypothesis that males are good with directions,,arrowleft,1600,spatial,img/spatial/version2/3.png,,,105033,,16,image-keyboard-response,
314,Spatial,True,spatial,True,,,,Males,Male,0.0-12.0-0.3,To prove the hypothesis that males are good with directions,,arrowright,2224,spatial,img/spatial/version2/4.png,,,107258,,17,image-keyboard-response,
314,Spatial,True,spatial,True,,,,Males,Male,0.0-12.0-0.4,To prove the hypothesis that males are good with directions,,arrowleft,926,spatial,img/spatial/version2/5.png,,,108185,,18,image-keyboard-response,
314,Spatial,True,spatial,True,,,,Males,Male,0.0-12.0-0.5,To prove the hypothesis that males are good with directions,,arrowleft,4571,spatial,img/spatial/version2/6.png,,,112757,,19,image-keyboard-response,
314,Spatial,True,spatial,False,,,,Males,Male,0.0-12.0-0.6,To prove the hypothesis that males are good with directions,,arrowleft,6340,spatial,img/spatial/version2/7.png,,,119098,,20,image-keyboard-response,
